id,submissionId,problemId,userId,title,language,difficulty,submittedAt,score
3efb334a24514f7e935ccacc,4039a672f8474b4ebf79b018,7097cfd48bed4c2cb81a1d0d,bdacaa01-f424-41c2-9b5d-382fe0c37af2,Business-focused radical toolset,Python,Hard,2025-03-14T17:56:44.360734,22
cc10af9b19d54c3ea126c524,cc5f51687b844897837794af,3f652300f7ab46a68c59abc1,92af04b7-66c4-432b-addf-b72295808220,Self-enabling client-server migration,JavaScript,Medium,2025-03-26T17:56:44.361114,49
a85a65929bcd4d4894c51c5f,baa5a30637f745f981fcef02,5fff52014fc24bac89868cce,dcc07756-f793-4cbb-a76d-2e5cc583ec92,Switchable incremental contingency,Python,Hard,2025-04-06T17:56:44.361668,5
7230c034d19845a38219c380,28725ede91c64faeab358646,96b447a5e1ee41c4b9b7cb35,cca7d9a0-628e-4cf5-aad7-e4b576d1a813,Distributed solution-oriented alliance,JavaScript,Medium,2025-04-02T17:56:44.362126,75
f853db4395ee4c81a6ffc8a0,70f78651bd2d4c2d9a4d841d,c7a2e1fa383a46439d7106c0,e9f26879-69fe-4e21-8ea6-7b86475f6028,Realigned homogeneous complexity,Go,Easy,2025-04-06T17:56:44.362371,76
61796e6e47444a17a3e27b59,d898a1156bc84282a06296fd,86bd33552966497d86898826,1f521d94-507c-43fe-a14d-b045d716347d,Up-sized methodical intranet,Python,Hard,2025-03-19T17:56:44.362710,86
46131e9b4a9444c9a799f06e,00f867077b5c4bc3985b04f4,cd1db5fcf69b4a02bc522089,e9f26879-69fe-4e21-8ea6-7b86475f6028,Advanced optimizing instruction set,Python,Hard,2025-03-14T17:56:44.363064,90
85790a9da901452a99eb5bc0,a1037f08cd10403baf31ee65,deb5e47c4af947de8d781192,92af04b7-66c4-432b-addf-b72295808220,Reverse-engineered uniform policy,JavaScript,Medium,2025-04-05T17:56:44.363343,71
ec33745f4a8146e59a283ca6,c93b890f50314c83a73aa609,86de8f9dc7c64ae2937db5ef,e9f26879-69fe-4e21-8ea6-7b86475f6028,Vision-oriented stable budgetary management,Go,Medium,2025-03-17T17:56:44.363713,24
803f85d489864b72b26bf15a,fed62193324f4f90a686a40b,9d03f9d955924d2a95a52ceb,cca7d9a0-628e-4cf5-aad7-e4b576d1a813,Sharable full-range emulation,Python,Hard,2025-03-11T17:56:44.364086,53
798e2c25ac5d436e8288380d,cce8760040874067b2c93405,ab6dd4d272c6454aa0b703b8,bacdbe7d-f9fe-4d3a-a2d4-391622b7900e,Pre-emptive intermediate secured line,JavaScript,Hard,2025-04-10T17:56:44.364428,12
b11cf6aad80e4f3f939abd27,295b07043575492e8de9a274,62a8b6b1d1fe4ceeb4ee17d8,1f521d94-507c-43fe-a14d-b045d716347d,Persevering analyzing challenge,JavaScript,Easy,2025-04-07T17:56:44.365033,12
6a1e1996314d464f8bbf34cf,ef2750cbcccb4e0ebe20ff87,8c1e7d18a0db4bfd9d3b6dd2,65785219-2e04-4535-9087-5331538bc633,Versatile even-keeled frame,Go,Medium,2025-03-14T17:56:44.365379,17
80816d38944f464aa82703d1,fd9b5f88827040609d1611cf,eeb1a1fa82834410af6c0b71,cca7d9a0-628e-4cf5-aad7-e4b576d1a813,Persevering system-worthy architecture,Python,Easy,2025-03-15T17:56:44.365737,5
a591656f0f6147a58ac2867f,a5ca6da7c0334c17abdfd654,4f959490fe3c49cb98e6337d,92af04b7-66c4-432b-addf-b72295808220,Realigned transitional portal,JavaScript,Easy,2025-04-04T17:56:44.366123,95
0e7783e607f145d48f4ad704,39a47a1f2bf74a32ac2c0991,3b57b5aa001447a69e84848e,e9f26879-69fe-4e21-8ea6-7b86475f6028,Mandatory logistical superstructure,Python,Medium,2025-03-21T17:56:44.366525,68
8361b71880e242e0b1e30ae0,8b8ca99db6394be0912eaf1a,c1d893332cc248edad39ec28,bdacaa01-f424-41c2-9b5d-382fe0c37af2,Persistent responsive hardware,Python,Medium,2025-04-04T17:56:44.366856,43
2314e0f37e80483dae04f308,c4492fd78d0b40f9b2f3f3af,bd0fb50a12db4285b4ee6c67,bacdbe7d-f9fe-4d3a-a2d4-391622b7900e,Triple-buffered even-keeled task-force,Go,Easy,2025-03-19T17:56:44.367285,74
5dadbeaa7374403eb1ee2e3b,944ed9619e9b45258775029b,6e55e7f942354050b7112470,dcc07756-f793-4cbb-a76d-2e5cc583ec92,Progressive responsive functionalities,JavaScript,Easy,2025-03-30T17:56:44.367626,6
8f7b0ba746c946819fb91039,da0432eb2a7444c3afb227ce,e9fed7385a7147e1894fd260,dcc07756-f793-4cbb-a76d-2e5cc583ec92,Horizontal asymmetric groupware,Python,Medium,2025-04-05T17:56:44.368038,13
54b4a31ae33a4323a4be6fb9,8832e452f65b4558ab1d4272,d60007972d1c419bb5f21101,3310e3cf-23ee-4436-8e1d-8d722b321135,Enterprise-wide hybrid instruction set,Go,Medium,2025-03-24T17:56:44.368587,14
146e56ba84384138918c09f5,c56a3b566a2e419c854c0b41,57335c110efd4a799796d44b,65785219-2e04-4535-9087-5331538bc633,Grass-roots object-oriented hub,Go,Hard,2025-03-28T17:56:44.369028,72
2ee0488cf9334cc38b181577,29a581d657014e2b87ce1fd2,a85df4d93358456ea37f0f3a,393c22fe-408c-4b27-866c-45980d808371,Managed eco-centric migration,JavaScript,Easy,2025-03-16T17:56:44.369545,7
0c19bb5bb4f54fdbb069fab7,15285515d76248f193d55c95,026b079edb9f427284a5d9be,393c22fe-408c-4b27-866c-45980d808371,Business-focused actuating installation,Python,Hard,2025-04-10T17:56:44.369942,91
f5bf938cd52041f19e169e80,b18ce65023b6447ea8c8420e,bf61b9b1026a480c99ca4acc,1f521d94-507c-43fe-a14d-b045d716347d,Reverse-engineered 24/7 array,JavaScript,Easy,2025-03-28T17:56:44.370280,55
1fdf085641d34a428702359d,95f5afd17db04df1b4ac3c65,df01c374d69a43699e0689e8,1f521d94-507c-43fe-a14d-b045d716347d,De-engineered asymmetric project,Python,Hard,2025-03-30T17:56:44.370693,25
b4e7e5156b814c729342f802,fb2668f9ceac4740a56ceac1,3929f256ef314d8ba65e6b98,3310e3cf-23ee-4436-8e1d-8d722b321135,Down-sized systematic benchmark,JavaScript,Easy,2025-03-26T17:56:44.371086,13
bb5a4855d8414c90b9e49178,902dcb0c121649369ba4aa2f,dca6c338add24b89854d68a1,1f521d94-507c-43fe-a14d-b045d716347d,Polarized high-level architecture,JavaScript,Medium,2025-03-27T17:56:44.371389,18
07f8522fb00f4d9b957e156c,0a1c76f1a16941d89df15b89,a8741394de3c4fafb65a9d6a,e9f26879-69fe-4e21-8ea6-7b86475f6028,Open-architected zero administration throughput,JavaScript,Medium,2025-03-29T17:56:44.371749,63
1e776f03e98c45e9af171bab,c8ff8aac157c43b3a955cb89,ea681db62d2442459a918d37,65785219-2e04-4535-9087-5331538bc633,Business-focused asymmetric installation,Go,Medium,2025-03-21T17:56:44.372021,90
8bb9abff94f14d33b5c82852,a1ea4317ce0248d6a5efa245,7535f5b857904ae183243d8b,bacdbe7d-f9fe-4d3a-a2d4-391622b7900e,Multi-layered 24hour framework,JavaScript,Easy,2025-03-15T17:56:44.372303,48
8e416f900fe54b609fc3f086,8a1307c5f14048818b6c71b8,fea36d6624d341e7a51e30b5,e9f26879-69fe-4e21-8ea6-7b86475f6028,Open-source national matrix,JavaScript,Easy,2025-04-01T17:56:44.372680,8
ddecf9712d5d4416b4ab23d1,0b617317f8214c18a7cb2016,267936d8ef3846e7a14702e6,1f521d94-507c-43fe-a14d-b045d716347d,Polarized encompassing pricing structure,Python,Easy,2025-04-06T17:56:44.373017,19
